Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Chennai,2001,140000,Petrol,Manual,Third,32.683,1086,68.0,5.0,0.7,Hyundai,Santro,19
Kochi,2017,32257,Diesel,Manual,First,39.284,1120,71.0,5.0,6.83,Hyundai,Xcent,3
Kochi,2016,46983,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,5.77,Honda,Amaze,4
Chennai,2008,107000,Diesel,Manual,Second,28.658,1248,75.0,5.0,3.1,Maruti,Swift,12
Mumbai,2017,19000,Petrol,Manual,First,26.082,1199,74.0,5.0,4.95,Volkswagen,Polo,3
Bangalore,2013,88000,Diesel,Automatic,First,27.5471,1968,174.33,5.0,16.25,Audi,A4,7
Coimbatore,2012,84384,Diesel,Automatic,First,16.422,4367,308.0,7.0,52.54,Land,Rover,8
Chennai,2011,128000,Diesel,Manual,Third,25.76,2179,140.0,7.0,6.4,Mahindra,XUV500,9
Bangalore,2011,71000,Diesel,Manual,Third,21.091,2499,141.0,7.0,6.95,Ford,Endeavour,9
Kolkata,2008,50000,Diesel,Manual,First,27.692,1396,53.5,5.0,0.85,Tata,Indica,12
Chennai,2016,16000,Petrol,Manual,First,34.454,1197,83.1,5.0,6.95,Maruti,Baleno,4
Kolkata,2017,82000,Diesel,Manual,First,39.284,1120,71.0,5.0,3.45,Hyundai,Xcent,3
Delhi,2008,80000,Petrol,Manual,First,21.735000000000003,1799,130.0,5.0,2.75,Honda,Civic,12
Delhi,2015,36000,Petrol,Manual,Second,29.946000000000005,1197,81.83,5.0,4.95,Hyundai,i20,5
Coimbatore,2018,17477,Petrol,Manual,First,27.37,1198,108.5,5.0,9.62,Tata,Nexon,2
Coimbatore,2016,16725,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,6.79,Hyundai,i20,4
Mumbai,2014,48241,Petrol,Manual,First,30.751000000000005,1197,85.8,5.0,4.5,Maruti,Swift,6
Kochi,2014,52431,Petrol,Manual,First,36.225,998,67.04,5.0,3.01,Maruti,Wagon,6
Bangalore,2012,68000,Diesel,Manual,First,35.259,1396,88.76,5.0,4.4,Hyundai,i20,8
Hyderabad,2012,158000,Diesel,Automatic,First,20.2055,2982,168.5,7.0,17.49,Toyota,Fortuner,8
Coimbatore,2014,31446,Petrol,Manual,First,32.7796,1197,78.9,5.0,4.66,Hyundai,i10,6
Chennai,2015,25000,Petrol,Manual,First,30.429,1197,82.0,5.0,5.5,Hyundai,Grand,5
Ahmedabad,2016,57000,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,6.0,Hyundai,i20,4
Hyderabad,2007,76000,Petrol,Automatic,First,27.37,1086,,5.0,2.4,Hyundai,Santro,13
Kochi,2018,57078,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,10.19,Maruti,Vitara,2
Kochi,2016,47471,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,5.25,Honda,Amaze,4
Hyderabad,2014,50000,Diesel,Automatic,First,24.5686,2143,203.2,5.0,45.0,Mercedes-Benz,M-Class,6
Ahmedabad,2010,62000,Diesel,Manual,First,37.03,1396,90.0,5.0,2.7,Hyundai,i20,10
Coimbatore,2013,65807,Petrol,Manual,First,31.894099999999998,1086,68.05,5.0,3.39,Hyundai,i10,7
Hyderabad,2014,81768,Diesel,Manual,First,42.8099,1248,74.0,5.0,5.69,Maruti,Swift,6
Kochi,2018,9952,Petrol,Automatic,First,16.6957,2979,306.0,2.0,58.54,BMW,Z4,2
Hyderabad,2017,24000,Diesel,Manual,First,44.0979,1248,74.0,5.0,8.4,Maruti,Baleno,3
Hyderabad,2012,72921,Diesel,Manual,First,40.958400000000005,936,57.6,5.0,2.5,Chevrolet,Beat,8
Pune,2012,59000,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,3.25,Honda,Brio,8
Mumbai,2014,33000,Diesel,Manual,Second,32.2,1399,68.05,5.0,3.25,Ford,Figo,6
Pune,2016,36789,Petrol,Automatic,First,37.191,998,67.04,5.0,4.25,Maruti,Celerio,4
Jaipur,2014,41000,Diesel,Automatic,First,23.892400000000002,2143,170.0,5.0,18.5,Mercedes-Benz,New,6
Hyderabad,2007,71000,Petrol,Automatic,First,27.37,1086,,5.0,2.4,Hyundai,Santro,13
Jaipur,2015,46650,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,4.25,Honda,Brio,5
Mumbai,2018,3000,Petrol,Automatic,First,34.454,1197,83.1,5.0,8.85,Maruti,Baleno,2
Coimbatore,2014,14799,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,4.14,Hyundai,EON,6
Hyderabad,2015,68525,Diesel,Manual,First,37.03,1396,90.0,5.0,7.0,Hyundai,i20,5
Hyderabad,2018,15000,Diesel,Automatic,First,17.5651,3198,197.0,7.0,33.0,Ford,Endeavour,2
Ahmedabad,2017,29000,Petrol,Manual,First,28.014,1497,117.3,5.0,10.0,Honda,City,3
Kochi,2012,77407,Diesel,Manual,Second,34.615,1248,88.8,5.0,3.53,Maruti,SX4,8
Jaipur,2007,118000,Petrol,Manual,First,20.769000000000002,1598,102.5,5.0,1.35,Chevrolet,Optra,13
Delhi,2013,75000,Diesel,Manual,First,33.0694,1598,103.6,5.0,4.5,Volkswagen,Vento,7
Pune,2012,69000,Petrol,Manual,First,27.048000000000002,1497,116.3,5.0,4.9,Honda,City,8
Kochi,2016,52553,Diesel,Manual,First,31.668700000000005,1582,126.2,5.0,12.26,Hyundai,Creta,4
Mumbai,2014,58000,Diesel,Manual,Second,39.284,1120,71.0,5.0,3.99,Hyundai,Xcent,6
Mumbai,2017,24000,Diesel,Automatic,First,28.819,2143,170.0,5.0,46.95,Mercedes-Benz,GLC,3
Hyderabad,2015,65542,Diesel,Manual,First,32.2,1399,68.0,5.0,3.8,Ford,Figo,5
Ahmedabad,2013,68008,Diesel,Manual,Second,24.150000000000002,1896,105.0,5.0,6.75,Volkswagen,Jetta,7
Coimbatore,2017,22251,Diesel,Manual,First,29.7689,1493,100.0,7.0,8.75,Mahindra,TUV,3
Chennai,2013,55000,Petrol,Manual,Second,25.438000000000002,1499,110.0,5.0,5.2,Ford,Ecosport,7
Kochi,2017,19387,Petrol,Manual,First,27.531000000000002,1591,121.3,5.0,8.42,Hyundai,Verna,3
Pune,2014,58000,CNG,Manual,First,26.6,998,58.16,5.0,3.0,Maruti,Wagon,6
Mumbai,2016,24001,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,5.75,Hyundai,i20,4
Kolkata,2008,17000,Diesel,Automatic,First,24.472,1968,140.8,5.0,9.75,Audi,A4,12
Delhi,2015,28500,Petrol,Manual,First,31.378899999999998,1198,67.04,5.0,3.5,Nissan,Micra,5
Jaipur,2014,66000,Diesel,Automatic,First,24.5686,2143,203.2,5.0,30.0,Mercedes-Benz,M-Class,6
Delhi,2017,22000,Diesel,Automatic,First,20.6563,2179,147.5,5.0,35.0,Land,Rover,3
Coimbatore,2018,44383,Petrol,Manual,First,25.438000000000002,1591,121.3,5.0,13.25,Hyundai,Creta,2
Mumbai,2013,45000,Diesel,Manual,First,33.005,1598,103.5,5.0,3.65,Skoda,Rapid,7
Jaipur,2015,58000,Diesel,Manual,First,37.674,1248,74.0,5.0,5.25,Maruti,Swift,5
Delhi,2016,69000,Petrol,Manual,First,25.438000000000002,1591,121.3,5.0,9.7,Hyundai,Creta,4
Coimbatore,2017,60993,Diesel,Manual,First,38.64,1120,70.0,5.0,5.21,Hyundai,Grand,3
Pune,2016,67000,Diesel,Manual,First,29.7689,1493,100.0,7.0,6.3,Mahindra,TUV,4
Kochi,2014,51134,Diesel,Manual,First,38.64,1120,70.0,5.0,4.72,Hyundai,Grand,6
Chennai,2011,55000,Diesel,Automatic,Second,18.837,2993,245.0,5.0,28.0,BMW,X5,9
Coimbatore,2018,25082,Diesel,Automatic,First,45.724000000000004,1248,73.75,5.0,8.37,Maruti,Dzire,2
Delhi,2012,68350,Diesel,Manual,First,20.2055,2982,168.5,7.0,14.0,Toyota,Fortuner,8
Hyderabad,2015,50000,Diesel,Automatic,First,28.4648,1968,174.33,5.0,36.0,Audi,A6,5
Pune,2015,97000,Diesel,Manual,First,43.953,1498,98.6,5.0,6.4,Honda,Jazz,5
Coimbatore,2015,56238,Diesel,Automatic,First,18.241300000000003,4134,335.2,7.0,51.69,Audi,Q7,5
Jaipur,2014,72618,Diesel,Manual,First,19.4005,2179,120.0,7.0,8.0,Mahindra,Scorpio,6
Hyderabad,2012,62005,Diesel,Manual,First,29.463000000000005,1991,147.9,5.0,9.8,Chevrolet,Cruze,8
Hyderabad,2012,61250,Diesel,Manual,First,40.958400000000005,936,57.6,5.0,2.7,Chevrolet,Beat,8
Coimbatore,2014,28469,Diesel,Automatic,First,29.3825,1968,187.74,5.0,24.37,Audi,A4,6
Kochi,2018,21488,Petrol,Automatic,First,23.023000000000003,1598,103.52,5.0,9.72,Skoda,Rapid,2
Pune,2009,138205,Diesel,Manual,Second,18.515,2982,171.0,7.0,10.5,Toyota,Fortuner,11
Jaipur,2012,160000,Diesel,Manual,Second,36.869,1248,74.0,5.0,3.9,Maruti,Swift,8
Coimbatore,2012,67590,Petrol,Manual,First,27.37,1497,118.0,5.0,5.65,Honda,City,8
Mumbai,2012,52000,Diesel,Automatic,First,24.5686,2143,203.2,5.0,29.95,Mercedes-Benz,M-Class,8
Bangalore,2008,100000,Diesel,Manual,Second,28.658,1248,75.0,5.0,3.0,Maruti,Swift,12
Kolkata,2017,60048,Diesel,Manual,First,42.02100000000001,1498,99.0,5.0,6.0,Ford,Aspire,3
Mumbai,2009,48000,Petrol,Manual,First,32.7796,1197,78.9,5.0,2.11,Hyundai,i10,11
Jaipur,2011,100000,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,1.5,Maruti,Alto,9
Coimbatore,2013,62601,Diesel,Manual,First,37.9799,1364,,5.0,4.67,Toyota,Etios,7
Bangalore,2006,80010,Petrol,Manual,Second,32.844,1197,81.8,5.0,2.85,Maruti,Swift,14
Coimbatore,2017,26493,Diesel,Automatic,First,31.024700000000003,2143,170.0,5.0,33.64,Mercedes-Benz,New,3
Hyderabad,2011,96000,Diesel,Manual,Second,28.7868,1396,52.8,5.0,0.91,Tata,Indica,9
Jaipur,2014,45700,Petrol,Manual,Second,36.611399999999996,796,47.3,5.0,2.42,Maruti,Alto,6
Kolkata,2005,13000,Petrol,Automatic,First,14.973000000000003,2771,193.1,5.0,3.25,Skoda,Superb,15
Kolkata,2013,38000,Petrol,Manual,First,26.5167,1198,73.9,5.0,2.8,Volkswagen,Polo,7
Coimbatore,2019,8018,Petrol,Automatic,First,35.42,1197,81.8,5.0,8.3,Maruti,Dzire,1
Bangalore,2010,144400,Diesel,Manual,Third,19.4005,2179,120.0,8.0,5.25,Mahindra,Scorpio,10
Jaipur,2010,152000,Diesel,Manual,First,28.658,1248,75.0,5.0,2.9,Maruti,Swift,10
Pune,2013,71000,Diesel,Automatic,First,30.3968,1995,184.0,5.0,15.0,BMW,3,7
Jaipur,2012,80000,Petrol,Manual,Second,40.894,624,37.5,4.0,0.53,Tata,Nano,8
Mumbai,2014,87143,Diesel,Manual,First,20.9139,2494,100.0,8.0,12.5,Toyota,Innova,6
Mumbai,2012,25000,Petrol,Manual,First,29.624,1198,86.8,5.0,2.75,Honda,Brio,8
Pune,2018,2000,Petrol,Automatic,First,38.382400000000004,1199,83.83,5.0,5.0,Tata,Tiago,2
Kochi,2014,45239,Diesel,Manual,First,19.4005,2179,120.0,8.0,7.09,Mahindra,Scorpio,6
Hyderabad,2011,101999,Diesel,Automatic,First,26.9353,1995,218.0,5.0,19.99,BMW,5,9
Mumbai,2014,74219,Diesel,Manual,First,34.5023,1364,87.2,5.0,10.75,Toyota,Corolla,6
Mumbai,2016,25000,Petrol,Automatic,First,28.98,1497,117.3,5.0,9.45,Honda,City,4
Hyderabad,2008,109606,Diesel,Manual,First,35.42,1582,126.2,5.0,2.9,Hyundai,Verna,12
Kolkata,2015,36000,Diesel,Manual,First,42.8099,1248,74.0,5.0,4.7,Maruti,Swift,5
Coimbatore,2016,41810,Petrol,Manual,First,33.3753,1373,91.1,5.0,7.11,Maruti,Ciaz,4
Jaipur,2014,93321,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.25,Ford,Ecosport,6
Hyderabad,2011,81000,Petrol,Manual,First,33.681200000000004,998,67.1,5.0,2.2,Maruti,Alto,9
Kochi,2019,25717,Petrol,Automatic,First,30.590000000000003,1199,88.76,5.0,8.86,Honda,Amaze,1
Delhi,2015,37000,Diesel,Manual,First,24.311,2179,140.0,7.0,9.3,Mahindra,XUV500,5
Coimbatore,2017,56380,Diesel,Manual,First,29.7689,1493,100.0,7.0,7.57,Mahindra,TUV,3
Chennai,2017,8000,Petrol,Manual,First,29.302,1199,88.7,5.0,7.9,Honda,Jazz,3
Kochi,2018,14589,Petrol,Manual,First,25.921000000000003,1298,88.2,5.0,5.65,Maruti,Swift,2
Delhi,2013,65088,Petrol,Manual,First,26.5167,1198,73.9,5.0,3.25,Volkswagen,Polo,7
Coimbatore,2019,24864,Diesel,Manual,First,33.005,1582,126.2,5.0,16.27,Hyundai,Creta,1
Coimbatore,2011,64831,Petrol,Manual,First,29.946000000000005,1199,79.4,5.0,3.21,Chevrolet,Beat,9
Kolkata,2013,38001,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,3.9,Honda,Amaze,7
Mumbai,2008,77000,Petrol,Automatic,Second,16.1,2496,157.7,5.0,6.5,Mercedes-Benz,E-Class,12
Hyderabad,2016,27000,Diesel,Automatic,First,29.9299,2993,265.0,5.0,48.0,BMW,5,4
Mumbai,2016,39000,Diesel,Automatic,First,32.8118,1968,143.0,5.0,18.9,Audi,A3,4
Pune,2015,131000,Diesel,Manual,First,42.8099,1248,74.0,5.0,3.6,Maruti,Swift,5
Kolkata,2015,43000,Diesel,Manual,First,42.8099,1248,74.0,5.0,5.5,Maruti,Swift,5
Pune,2011,68000,Diesel,Manual,Second,20.608000000000004,2494,102.0,7.0,7.0,Toyota,Innova,9
Bangalore,2016,45165,Diesel,Automatic,First,25.9049,1995,184.0,5.0,41.75,BMW,X3,4
Hyderabad,2007,120000,Diesel,Automatic,First,26.9353,1995,218.0,5.0,10.5,BMW,5,13
Coimbatore,2014,86091,Diesel,Manual,First,24.311,2179,140.0,7.0,10.09,Mahindra,XUV500,6
Delhi,2009,71499,Petrol,Manual,First,27.37,1497,118.0,5.0,3.0,Honda,City,11
Chennai,2014,50000,Diesel,Manual,First,27.37,2200,139.01,7.0,12.0,Force,One,6
Jaipur,2015,66000,Diesel,Manual,First,32.4254,1498,88.0,5.0,4.91,Volkswagen,Polo,5
Kolkata,2010,45000,Petrol,Manual,First,25.76,1198,90.0,5.0,2.0,Honda,Jazz,10
Hyderabad,2015,69189,Diesel,Manual,First,37.9799,1364,67.06,5.0,5.3,Toyota,Etios,5
Mumbai,2014,40206,Diesel,Manual,First,30.606100000000005,1461,108.5,5.0,7.22,Nissan,Terrano,6
Kochi,2017,36723,Diesel,Automatic,First,29.8816,1995,190.0,5.0,32.57,BMW,X3,3
Mumbai,2010,57500,Petrol,Manual,First,29.785,1197,80.0,5.0,2.75,Hyundai,i20,10
Kochi,2018,43912,CNG,Manual,First,15.1,1196,73.0,5.0,4.33,Maruti,Eeco,2
Hyderabad,2011,52000,Diesel,Manual,First,28.658,1399,68.0,5.0,3.75,Ford,Fiesta,9
Kochi,2014,60952,Petrol,Automatic,First,27.048000000000002,1497,118.0,5.0,5.91,Honda,City,6
Chennai,2013,87192,Diesel,Manual,First,40.572,1248,74.0,5.0,4.35,Maruti,Swift,7
Delhi,2014,58000,Diesel,Manual,First,38.64,1120,70.0,5.0,3.25,Hyundai,Grand,6
Pune,2017,59500,Diesel,Automatic,First,23.747500000000002,2967,245.0,7.0,68.0,Audi,Q7,3
Mumbai,2016,16650,Petrol,Manual,First,27.37,1198,74.0,5.0,5.5,Volkswagen,Ameo,4
Kochi,2018,34696,Petrol,Automatic,First,28.98,1497,117.3,5.0,12.08,Honda,City,2
Kochi,2018,42243,Diesel,Manual,First,44.0979,1248,74.0,5.0,7.48,Maruti,Baleno,2
Jaipur,2016,57824,Diesel,Manual,First,38.64,1120,70.0,5.0,5.5,Hyundai,Grand,4
Jaipur,2011,110000,Diesel,Manual,First,31.073000000000004,1248,73.9,5.0,3.5,Maruti,Swift,9
Hyderabad,2013,63455,Diesel,Manual,First,18.515,2982,171.0,7.0,19.0,Toyota,Fortuner,7
Hyderabad,2017,17151,Diesel,Manual,First,43.953,1498,98.6,5.0,8.4,Honda,Jazz,3
Pune,2016,31001,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,7.25,Maruti,Vitara,4
Kolkata,2014,42109,Diesel,Manual,First,37.674,1248,74.0,5.0,4.25,Maruti,Swift,6
Delhi,2015,55000,Diesel,Automatic,Second,34.872600000000006,1498,103.52,5.0,5.7,Skoda,Rapid,5
Hyderabad,2013,30852,Petrol,Manual,First,36.611399999999996,796,47.3,5.0,2.49,Maruti,Alto,7
Pune,2011,65000,Petrol,Manual,Second,26.5167,1198,73.9,5.0,3.0,Volkswagen,Polo,9
Delhi,2015,65000,Diesel,Manual,First,41.86,1498,98.6,5.0,5.95,Honda,City,5
Delhi,2013,72000,Diesel,Manual,First,37.674,1248,74.0,5.0,2.69,Maruti,Swift,7
Bangalore,2014,29000,Diesel,Automatic,First,27.5471,1968,174.33,5.0,26.0,Audi,A4,6
Kolkata,2015,32000,Petrol,Manual,First,28.658,1497,117.3,5.0,5.5,Honda,City,5
Chennai,2016,29875,Petrol,Manual,First,29.2376,1196,86.8,5.0,4.85,Ford,Figo,4
Kochi,2018,32539,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,8.39,Maruti,Vitara,2
Hyderabad,2015,83090,Diesel,Manual,First,30.606100000000005,1461,108.45,5.0,7.99,Renault,Duster,5
Hyderabad,2016,62679,Diesel,Manual,First,34.1159,1396,88.73,5.0,6.95,Hyundai,i20,4
Mumbai,2010,93000,Petrol,Manual,First,25.277,1390,75.0,5.0,1.5,Mahindra,Logan,10
Mumbai,2006,44000,Petrol,Manual,First,28.497,1497,78.0,5.0,1.55,Honda,City,14
Bangalore,2010,78400,Petrol,Manual,Second,25.116,1196,70.0,5.0,2.75,Ford,Figo,10
Mumbai,2014,71300,Petrol,Manual,First,21.026600000000002,1598,102.53,5.0,4.25,Renault,Duster,6
Kolkata,2015,18000,Petrol,Manual,First,32.7796,1197,78.9,5.0,2.85,Hyundai,i10,5
Coimbatore,2019,24013,Diesel,Automatic,First,20.624100000000002,1999,148.31,7.0,56.14,Land,Rover,1
Ahmedabad,2009,99100,Petrol,Automatic,Second,15.681400000000002,1984,208.0,5.0,10.0,Audi,Q5,11
Mumbai,2003,62000,Petrol,Manual,Second,18.193,1298,83.1,8.0,1.25,Maruti,Versa,17
Kolkata,2017,14000,Diesel,Manual,First,42.8099,1248,74.0,5.0,7.5,Maruti,Swift,3
Coimbatore,2015,44811,Diesel,Automatic,First,27.5471,1968,174.33,5.0,25.81,Audi,A4,5
Ahmedabad,2014,44000,Petrol,Manual,First,26.5167,1198,74.0,5.0,4.3,Volkswagen,Polo,6
Chennai,2010,136000,Diesel,Manual,Second,18.515,2982,171.0,7.0,11.0,Toyota,Fortuner,10
Jaipur,2010,144113,Diesel,Manual,Second,18.515,2982,171.0,7.0,11.75,Toyota,Fortuner,10
Coimbatore,2012,94989,Petrol,Manual,First,20.608000000000004,2354,177.6,5.0,6.58,Honda,Accord,8
Chennai,2012,58133,Diesel,Manual,First,36.869,1248,74.0,5.0,4.8,Maruti,Swift,8
Pune,2008,61000,Petrol,Manual,Second,28.175,1198,70.0,5.0,1.65,Skoda,Fabia,12
Kolkata,2017,27000,Diesel,Manual,First,27.531000000000002,1956,170.0,5.0,15.0,Jeep,Compass,3
Ahmedabad,2014,18050,Petrol,Manual,Second,40.894,624,37.5,4.0,1.0,Tata,Nano,6
Hyderabad,2007,145277,Petrol,Manual,First,24.633000000000003,1596,101.0,5.0,1.65,Ford,Fiesta,13
Ahmedabad,2015,42000,Diesel,Manual,First,44.4682,793,47.0,5.0,3.6,Maruti,Celerio,5
Delhi,2011,86000,Diesel,Manual,First,18.515,2982,171.0,7.0,11.5,Toyota,Fortuner,9
Ahmedabad,2015,42150,Diesel,Manual,First,44.4682,793,47.0,5.0,3.6,Maruti,Celerio,5
Pune,2015,30158,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.05,Hyundai,EON,5
Bangalore,2011,47000,Diesel,Manual,Second,37.835,1498,90.0,5.0,6.0,Ford,Fiesta,9
Ahmedabad,2013,39000,Petrol,Manual,First,26.5167,1198,74.0,5.0,3.75,Volkswagen,Polo,7
Coimbatore,2016,32125,Petrol,Manual,First,26.082,1199,74.0,5.0,6.17,Volkswagen,Polo,4
Coimbatore,2017,58829,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,9.05,Maruti,Vitara,3
Coimbatore,2013,67559,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,4.05,Honda,Brio,7
Pune,2013,55000,Petrol,Manual,First,28.175,1298,85.8,5.0,4.25,Maruti,Swift,7
Kolkata,2018,30000,Petrol,Manual,First,37.191,998,67.04,5.0,3.75,Maruti,Celerio,2
Mumbai,2016,28000,Petrol,Automatic,First,20.93,1591,121.3,5.0,11.85,Hyundai,Creta,4
Kochi,2016,31826,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,8.24,Ford,Ecosport,4
Hyderabad,2016,64000,Diesel,Manual,First,28.658,1248,,5.0,5.99,Maruti,Swift,4
Jaipur,2008,100009,Petrol,Manual,Second,21.091,1997,141.1,5.0,6.5,Honda,CR-V,12
Coimbatore,2019,17201,Diesel,Automatic,First,20.1411,2179,187.7,7.0,58.91,Land,Rover,1
Delhi,2014,74345,Diesel,Manual,First,24.311,2179,140.0,7.0,8.0,Mahindra,XUV500,6
Kochi,2015,58134,Petrol,Manual,First,26.5167,1198,74.0,5.0,4.64,Volkswagen,Polo,5
Kochi,2010,30566,Petrol,Automatic,First,30.912,1197,80.0,5.0,3.32,Hyundai,i10,10
Chennai,2012,55231,Petrol,Manual,Second,32.7796,1197,78.9,5.0,2.78,Hyundai,i10,8
Kochi,2016,67774,Diesel,Automatic,First,23.8441,1998,163.7,5.0,8.95,Chevrolet,Cruze,4
Mumbai,2013,50319,Petrol,Automatic,First,19.32,1991,181.03,5.0,21.95,Mercedes-Benz,E-Class,7
Ahmedabad,2013,45000,Petrol,Manual,First,18.837,2359,134.0,5.0,7.9,Hyundai,Sonata,7
Kolkata,2007,43627,Petrol,Automatic,First,18.901400000000002,1796,186.0,5.0,29.0,Mercedes-Benz,New,13
Kolkata,2013,45000,Diesel,Manual,First,35.532700000000006,1199,73.9,5.0,3.25,Volkswagen,Polo,7
Mumbai,2014,10500,Petrol,Manual,First,28.014,1497,117.3,5.0,5.9,Honda,City,6
Coimbatore,2017,21789,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,9.88,Maruti,Vitara,3
Coimbatore,2019,21134,Petrol,Manual,First,29.946000000000005,1197,81.86,5.0,8.78,Hyundai,Elite,1
Kolkata,2011,90000,Diesel,Manual,Second,22.427300000000002,2179,138.1,7.0,2.75,Tata,New,9
Kochi,2014,51553,Diesel,Manual,First,34.8404,1461,84.8,5.0,5.98,Nissan,Sunny,6
Delhi,2011,31000,Petrol,Automatic,First,17.549000000000003,2497,215.0,5.0,31.0,BMW,3,9
Delhi,2011,67422,Petrol,Manual,Second,23.3933,1798,138.0,5.0,3.55,Toyota,Corolla,9
Kochi,2015,60519,Diesel,Manual,First,35.9352,1582,126.32,5.0,6.24,Hyundai,Verna,5
Kolkata,2009,34000,Diesel,Manual,First,31.073000000000004,1248,73.9,5.0,2.19,Maruti,Swift,11
Hyderabad,2013,68434,Diesel,Manual,First,45.724000000000004,1248,73.75,5.0,5.5,Maruti,Dzire,7
Pune,2014,17000,Petrol,Manual,First,38.752700000000004,998,67.1,5.0,2.1,Maruti,Alto,6
Coimbatore,2011,43686,Petrol,Automatic,First,16.905,5000,503.0,4.0,50.66,Jaguar,XJ,9
Kolkata,2012,22000,Diesel,Automatic,First,23.892400000000002,2143,170.0,5.0,14.0,Mercedes-Benz,New,8
Mumbai,2013,79225,Diesel,Manual,First,35.42,1582,126.2,5.0,5.5,Hyundai,Verna,7
Pune,2007,63000,Petrol,Manual,Third,22.862000000000002,1598,102.0,5.0,1.2,Chevrolet,Aveo,13
Hyderabad,2014,61922,Petrol,Manual,First,32.844,1197,81.8,5.0,5.3,Maruti,Swift,6
Chennai,2015,85000,Diesel,Manual,First,38.479,1582,126.2,5.0,6.3,Hyundai,Verna,5
Kochi,2017,26192,Diesel,Automatic,First,28.819,2143,168.0,5.0,40.47,Mercedes-Benz,GLC,3
Delhi,2013,65000,Diesel,Manual,First,20.93,2982,168.5,7.0,16.1,Toyota,Fortuner,7
Delhi,2014,44999,Diesel,Automatic,First,20.608000000000004,1968,167.6,5.0,25.0,Audi,Q5,6
Mumbai,2008,81308,Diesel,Automatic,Second,21.252,1995,170.0,5.0,7.95,BMW,3,12
Delhi,2016,35000,Petrol,Manual,First,39.767,796,47.3,5.0,2.65,Maruti,Alto,4
Coimbatore,2012,65349,Petrol,Manual,First,33.681200000000004,998,67.1,5.0,2.81,Maruti,Alto,8
Hyderabad,2012,80000,Petrol,Automatic,First,25.180400000000002,1798,167.62,5.0,17.5,Audi,A4,8
Mumbai,2012,61000,Petrol,Manual,First,25.921000000000003,1197,85.0,5.0,3.3,Maruti,Swift,8
Kochi,2019,31817,Petrol,Manual,First,36.225,998,67.04,5.0,5.34,Maruti,Wagon,1
Hyderabad,2016,41000,Diesel,Manual,First,34.0354,1498,103.52,5.0,8.5,Skoda,Rapid,4
Kochi,2010,82606,Petrol,Manual,Second,25.76,1198,90.0,5.0,2.69,Honda,Jazz,10
Ahmedabad,2015,52000,Diesel,Manual,First,25.76,2179,140.0,7.0,11.5,Mahindra,XUV500,5
Coimbatore,2011,50318,Petrol,Manual,First,29.785,1197,85.8,5.0,4.06,Maruti,Ritz,9
Hyderabad,2016,50000,Diesel,Automatic,First,28.819,2143,201.15,5.0,49.0,Mercedes-Benz,GLE,4
Bangalore,2012,72000,Diesel,Manual,First,33.005,1598,103.5,5.0,4.6,Skoda,Rapid,8
Delhi,2015,63776,Diesel,Manual,First,38.64,1120,70.0,5.0,3.96,Hyundai,Grand,5
Mumbai,2015,28133,Petrol,Manual,First,29.946000000000005,1197,81.86,5.0,5.6,Hyundai,Elite,5
Kolkata,2017,45000,Diesel,Manual,First,36.9495,1248,74.0,5.0,3.75,Tata,Zest,3
Jaipur,2015,55697,Diesel,Manual,First,36.2894,1396,88.73,5.0,5.5,Hyundai,i20,5
Delhi,2012,62000,Diesel,Manual,Second,33.005,1598,103.5,5.0,3.0,Skoda,Rapid,8
Mumbai,2011,48000,Petrol,Manual,First,25.76,1368,90.0,5.0,3.0,Fiat,Linea,9
Pune,2010,90246,Petrol,Manual,First,25.921000000000003,1298,88.2,5.0,2.95,Maruti,Swift,10
Hyderabad,2015,80500,Diesel,Manual,First,40.25,1396,69.0,5.0,2.45,Tata,Indica,5
Pune,2012,119000,Diesel,Automatic,First,23.892400000000002,2143,170.0,5.0,13.99,Mercedes-Benz,New,8
Bangalore,2016,28541,Diesel,Automatic,First,18.6277,2987,254.79,5.0,60.75,Mercedes-Benz,GLE,4
Chennai,2012,41000,Petrol,Manual,Second,27.048000000000002,1497,116.3,5.0,4.5,Honda,City,8
Mumbai,2010,58000,Petrol,Manual,Second,29.785,1197,80.0,5.0,2.5,Hyundai,i20,10
